,Player,Match_played,Starts,Minutes_played,Gls,Ast,Shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,non_penalty_goals,penalty_goal,CrdY,CrdR,pass_comp,pass_attempt,pass_comp%,tackles_made,successful_tackles,Blocks,interceptions,clearence,Err,Touches,successful_dribbles,dribbles_attempted,successful_dribbles%,fouls_commited,fouls_drawn,offside,crosses,penalty_kick_won,penalty_kick_conceded,own_goal,aerial_duo_won,aerial_duo_lost,Pos,Age,Club_country,Club,Team
535,Nasser Al-Dawsari,1,0,5,0,0,0,0,,,0,0,0,0,11,11,100,2,1,0,0,0,0,13,0,0,,1,0,0,1,0,0,0,0,0,FW,23,sa,Al-Hilal,Saudi Arabia
536,Hattan Bahebri,2,0,4,0,1,0,0,,,0,0,1,0,4,7,57.1,0,0,0,0,0,0,7,0,0,,2,0,0,0,0,0,0,1,0,MF,29,sa,Al-Shabab,Saudi Arabia
537,Asiri Haitham,1,0,2,0,0,0,0,,,0,0,0,0,1,2,50,0,0,2,0,1,0,5,0,0,,1,0,0,0,0,0,0,0,1,FW,21,sa,Al-Ahli,Saudi Arabia
538,Majid Hosseini,3,3,270,0,0,0,0,,,0,0,1,0,86,106,81.1,7,4,3,6,11,0,137,0,0,,4,1,1,0,0,0,0,6,4,DF,25,tr,Kayserispor,IR Iran
539,Morteza Pouraliganji,3,3,270,0,0,2,0,0,,0,0,1,0,92,128,71.9,2,2,5,6,10,0,156,0,0,,5,1,0,2,1,0,0,9,6,DF,30,ir,Persepolis,IR Iran
540,Mehdi Taremi,3,3,270,2,1,5,1,0.2,1,1,1,0,0,58,78,74.4,4,3,5,2,3,0,122,1,9,11.1,5,4,1,0,0,0,0,5,7,FW,29,pt,Porto,IR Iran
541,Ehsan Hajsafi,3,3,237,0,0,1,0,0,,0,0,0,0,61,98,62.2,6,3,3,2,2,0,121,0,2,0,1,3,0,11,0,0,0,2,0,"MF,DF",32,gr,AEK Athens,IR Iran
542,Ahmad Nourollahi,3,3,223,0,0,5,1,0,0,0,0,0,0,35,54,64.8,4,3,3,6,8,0,85,1,2,50,2,0,0,3,0,0,0,1,0,MF,29,ae,Al-Ahli Dubai FC,IR Iran
543,Milad Mohammadi,3,3,196,0,0,0,0,,,0,0,0,0,44,68,64.7,10,3,2,1,6,0,94,0,1,0,2,1,0,2,0,0,0,3,3,DF,28,gr,AEK Athens,IR Iran
544,Saeid Ezatolahi,3,2,217,0,0,3,1,0,0,0,0,0,0,66,88,75,6,1,3,2,4,0,116,0,1,0,2,5,0,4,0,0,0,6,4,MF,25,dk,Vejle BK,IR Iran
545,Ali Gholizadeh,3,2,199,0,1,1,0,0,,0,0,0,0,46,72,63.9,0,0,5,3,2,0,88,4,8,50,3,1,2,4,0,0,0,0,1,"MF,FW",26,be,Charleroi,IR Iran
546,Ramin Rezaeian,2,2,180,1,0,2,1,0.5,1,1,0,1,0,73,105,69.5,7,5,1,3,2,0,130,1,1,100,2,3,0,11,0,0,0,1,6,DF,32,ir,Sepahan,IR Iran
547,Sardar Azmoun,3,2,126,0,0,5,3,0,0,0,0,0,0,18,30,60,0,0,0,0,1,0,40,0,1,0,1,1,1,0,0,0,0,4,5,FW,27,de,Leverkusen,IR Iran
548,Alireza Beiranvand,2,2,109,0,0,0,0,,,0,0,0,0,20,31,64.5,0,0,0,0,2,0,33,0,0,,0,0,0,0,0,0,0,0,0,GK,29,ir,Persepolis,IR Iran
549,Hossein Hosseini,2,1,161,0,0,0,0,,,0,0,0,0,23,47,48.9,0,0,0,0,0,0,49,0,0,,0,0,0,0,0,0,0,1,1,GK,29,ir,Esteghlal,IR Iran
550,Ali Karimi,3,1,99,0,0,0,0,,,0,0,0,0,34,45,75.6,3,3,0,3,1,0,55,0,0,,4,1,0,2,0,0,0,3,2,MF,28,tr,Kayserispor,IR Iran
551,Sadegh Moharrami,1,1,90,0,0,0,0,,,0,0,0,0,18,26,69.2,1,1,1,1,3,0,34,1,1,100,2,0,0,3,0,0,0,1,2,DF,26,hr,Dinamo Zagreb,IR Iran
552,Alireza Jahanbakhsh,2,1,59,0,0,3,0,0,,0,0,2,0,11,17,64.7,1,1,2,1,0,0,27,1,1,100,2,0,0,1,0,0,0,0,3,MF,28,nl,Feyenoord,IR Iran
553,Roozbeh Cheshmi,2,1,58,1,0,1,1,1,1,1,0,0,0,7,11,63.6,0,0,1,2,3,0,19,0,0,,1,0,0,0,0,0,0,1,2,"DF,MF",28,ir,Esteghlal,IR Iran
554,Mehdi Torabi,3,0,62,0,0,2,0,0,,0,0,0,0,30,37,81.1,1,0,1,2,0,0,48,1,2,50,0,0,0,1,0,0,0,0,1,MF,27,ir,Persepolis,IR Iran
555,Saman Ghoddos,1,0,45,0,0,1,0,0,,0,0,0,0,15,20,75,1,0,0,0,0,0,24,0,0,,1,0,0,2,0,0,0,0,1,MF,28,eng,Brentford,IR Iran
556,Hossein Kanaanizadegan,1,0,45,0,0,0,0,,,0,0,1,0,8,11,72.7,0,0,1,1,2,0,15,0,0,,0,1,0,0,0,0,0,0,0,DF,28,qa,Al Ahli SC,IR Iran
557,Karim Ansarifard,2,0,35,0,0,1,0,0,,0,0,0,0,4,5,80,0,0,1,1,0,0,11,0,0,,0,0,1,0,0,0,0,0,1,"FW,MF",32,cy,AC Omonia,IR Iran
558,Abolfazl Jalali,1,0,19,0,0,0,0,,,0,0,1,0,20,29,69,0,0,0,0,1,0,34,1,5,20,1,4,0,2,0,0,0,0,0,DF,23,ir,Esteghlal,IR Iran
559,Óscar Duarte,3,3,270,0,0,0,0,,,0,0,1,0,68,98,69.4,4,2,3,6,15,0,132,0,0,,1,0,0,0,0,1,0,2,3,DF,33,sa,Al-Wehda,Costa Rica
560,Keylor Navas,3,3,270,0,0,0,0,,,0,0,0,0,61,102,59.8,1,0,0,1,2,1,113,0,0,,0,0,0,0,0,0,0,0,0,GK,35,fr,Paris S-G,Costa Rica
561,Joel Campbell,3,3,269,0,0,1,0,0,,0,0,1,0,104,138,75.4,9,5,3,0,4,0,176,6,13,46.2,3,11,3,7,0,0,0,5,6,"FW,MF",29,mx,León,Costa Rica
562,Yeltsin Tejeda,3,3,269,1,1,2,2,0.5,0.5,1,0,0,0,78,99,78.8,4,2,7,1,7,0,129,0,2,0,0,2,0,0,0,0,0,4,2,MF,30,cr,Club Sport Herediano,Costa Rica
563,Bryan Oviedo,3,3,260,0,0,0,0,,,0,0,0,0,67,89,75.3,6,5,3,3,7,0,114,0,2,0,2,4,1,2,0,0,0,2,0,DF,32,us,Real Salt Lake,Costa Rica
564,Keysher Fuller,3,3,253,1,0,3,2,0.33,0.5,1,0,0,0,44,63,69.8,4,4,2,3,9,0,93,1,2,50,2,4,2,2,0,0,0,0,1,"DF,MF",27,cr,Club Sport Herediano,Costa Rica
565,Celso Borges,3,3,249,0,0,0,0,,,0,0,1,0,98,120,81.7,5,1,8,4,7,0,144,2,2,100,2,0,0,2,0,0,0,6,0,MF,34,cr,Liga Deportiva Alajuelense,Costa Rica
566,Kendall Waston,3,2,225,0,0,1,1,0,0,0,0,0,0,57,71,80.3,7,4,2,5,14,0,107,0,0,,1,0,0,0,0,0,0,4,3,DF,34,cr,Deportivo Saprissa,Costa Rica
567,Francisco Calvo,2,2,180,0,0,1,0,0,,0,0,2,0,86,104,82.7,7,4,3,2,2,0,122,2,2,100,6,0,1,0,0,0,0,2,1,DF,29,tr,Konyaspor,Costa Rica
568,Anthony Contreras,3,2,125,0,0,0,0,,,0,0,1,0,15,26,57.7,5,2,0,1,0,0,39,0,0,,1,1,0,1,0,0,0,5,6,"FW,MF",22,cr,Club Sport Herediano,Costa Rica
569,Jewison Bennette,3,1,103,0,0,1,0,0,,0,0,0,0,11,14,78.6,0,0,2,0,0,0,30,1,4,25,0,2,2,2,0,0,0,0,2,MF,17,eng,Sunderland,Costa Rica
570,Brandon Aguilera,3,1,90,0,0,0,0,,,0,0,0,0,27,38,71.1,2,0,1,1,0,0,44,2,3,66.7,2,2,1,1,0,0,0,2,1,MF,18,cr,Asociación Deportiva Guanacasteca,Costa Rica
571,Juan Pablo Vargas,1,1,90,1,0,2,2,0.5,0.5,1,0,0,0,19,24,79.2,4,3,0,2,10,0,43,0,0,,0,0,0,0,0,0,0,1,0,DF,27,co,Millonarios,Costa Rica
572,Johan Venegas,1,1,73,0,0,0,0,,,0,0,0,0,11,14,78.6,0,0,0,0,2,0,21,0,1,0,1,1,2,1,0,0,0,0,2,"FW,MF",33,cr,Liga Deportiva Alajuelense,Costa Rica
573,Gerson Torres,1,1,64,0,0,1,0,0,,0,0,0,0,16,16,100,0,0,1,0,0,0,25,0,2,0,1,8,0,0,0,0,0,0,0,MF,24,cr,Club Sport Herediano,Costa Rica
574,Carlos Martínez,1,1,45,0,0,0,0,,,0,0,0,0,10,15,66.7,1,1,1,1,1,0,20,0,0,,1,0,0,0,0,0,0,1,0,DF,23,cr,AD San Carlos,Costa Rica
575,Youstin Salas,2,0,47,0,0,0,0,,,0,0,0,0,15,19,78.9,5,1,3,0,1,0,29,1,2,50,0,0,0,0,0,0,0,1,0,"DF,MF",25,cr,Deportivo Saprissa,Costa Rica
576,Bryan Ruiz,1,0,30,0,0,0,0,,,0,0,0,0,8,12,66.7,1,1,1,0,0,0,14,1,1,100,0,1,0,0,0,0,0,2,2,MF,36,cr,Liga Deportiva Alajuelense,Costa Rica
577,Álvaro Zamora,1,0,30,0,0,0,0,,,0,0,0,0,5,5,100,2,0,0,1,0,0,9,0,0,,0,0,1,0,0,0,0,0,1,MF,20,cr,Deportivo Saprissa,Costa Rica
578,Rónald Matarrita,2,0,26,0,0,0,0,,,0,0,0,0,18,29,62.1,0,0,1,0,0,0,32,1,1,100,1,1,0,3,0,0,0,0,0,"DF,MF",27,us,FC Cincinnati,Costa Rica
579,Daniel Chacón,1,0,1,0,0,0,0,,,0,0,0,0,1,1,100,0,0,0,0,1,0,2,0,0,,0,0,0,0,0,0,0,1,0,MF,21,cr,CS Cartaginés,Costa Rica
580,Roan Wilson,1,0,1,0,0,0,0,,,0,0,0,0,4,4,100,0,0,1,0,1,0,8,0,0,,0,0,0,0,0,0,0,0,0,MF,20,cr,Municipal Grecia,Costa Rica
581,Joachim Andersen,3,3,270,0,1,4,1,0,0,0,0,0,0,198,250,79.2,4,2,2,0,12,0,279,0,1,0,3,4,0,1,0,0,0,10,8,DF,26,eng,Crystal Palace,Denmark
582,Andreas Christensen,3,3,270,1,0,2,1,0.5,1,1,0,1,0,237,251,94.4,4,2,7,4,9,0,280,0,0,,2,1,1,0,0,0,0,6,4,DF,26,es,Barcelona,Denmark
583,Christian Eriksen,3,3,270,0,0,4,1,0,0,0,0,0,0,188,230,81.7,1,0,5,0,1,0,254,0,4,0,2,1,0,30,0,0,0,0,4,MF,30,eng,Manchester Utd,Denmark
584,Pierre Højbjerg,3,3,270,0,0,2,1,0,0,0,0,0,0,200,224,89.3,4,2,3,3,6,0,250,1,2,50,0,1,0,1,0,0,0,1,0,MF,26,eng,Tottenham,Denmark
585,Kasper Schmeichel,3,3,270,0,0,0,0,,,0,0,0,0,72,87,82.8,0,0,0,0,0,0,91,0,0,,0,0,0,0,0,0,0,2,0,GK,35,fr,Nice,Denmark
586,Joakim Mæhle,3,3,249,0,0,2,0,0,,0,0,0,0,119,146,81.5,9,5,7,2,6,0,189,0,9,0,1,4,0,4,0,0,0,1,9,DF,25,it,Atalanta,Denmark
587,Rasmus Nissen,3,3,224,0,0,0,0,,,0,0,1,0,137,179,76.5,8,7,3,1,7,0,208,1,5,20,2,1,0,7,0,0,0,3,1,DF,24,eng,Leeds United,Denmark
588,Jesper Lindstrøm,3,2,200,0,0,3,1,0,0,0,0,0,0,36,52,69.2,1,1,4,1,1,0,86,4,12,33.3,4,2,0,3,0,0,0,1,1,"MF,FW",22,de,Eint Frankfurt,Denmark
589,Andreas Skov Olsen,2,2,132,0,0,4,1,0,0,0,0,0,0,43,63,68.3,0,0,3,1,0,0,78,0,2,0,2,1,0,4,0,0,0,1,2,"FW,MF",22,be,Club Brugge,Denmark
590,Mikkel Damsgaard,3,1,150,0,0,0,0,,,0,0,0,0,55,72,76.4,4,2,2,2,1,0,90,0,2,0,2,1,1,3,0,0,0,0,1,"MF,FW",21,eng,Brentford,Denmark
591,Kasper Dolberg,3,1,114,0,0,3,1,0,0,0,0,0,0,15,18,83.3,1,1,0,0,1,0,35,1,3,33.3,2,2,1,1,0,0,0,0,1,FW,24,es,Sevilla,Denmark
592,Martin Braithwaite,2,1,103,0,0,1,0,0,,0,0,0,0,14,20,70,0,0,0,0,0,0,24,1,2,50,0,0,2,0,0,0,0,1,3,"FW,MF",31,es,Espanyol,Denmark
593,Andreas Cornelius,3,1,92,0,0,5,2,0,0,0,0,1,0,21,34,61.8,0,0,0,0,1,0,48,1,1,100,4,2,0,1,0,0,0,11,8,FW,29,dk,FC Copenhagen,Denmark
594,Victor Nelsson,1,1,90,0,0,0,0,,,0,0,0,0,69,74,93.2,0,0,2,2,1,0,79,0,0,,0,2,0,0,0,0,0,4,3,DF,23,tr,Galatasaray,Denmark
595,Mathias Jensen,2,1,84,0,0,2,1,0,0,0,0,1,0,52,67,77.6,1,0,2,0,0,0,77,1,1,100,2,1,0,2,0,0,0,1,0,MF,26,eng,Brentford,Denmark
596,Simon Kjær,1,1,64,0,0,0,0,,,0,0,0,0,50,59,84.7,0,0,1,5,2,0,68,0,0,,0,0,0,0,0,0,0,3,1,DF,33,it,Milan,Denmark
597,Thomas Delaney,1,1,44,0,0,0,0,,,0,0,0,0,24,29,82.8,1,1,0,0,1,0,31,0,0,,0,0,0,1,0,0,0,2,1,MF,30,es,Sevilla,Denmark
598,Alexander Bah,2,0,46,0,0,2,0,0,,0,0,0,0,37,53,69.8,4,4,2,2,0,0,65,0,2,0,1,0,0,4,0,0,0,4,0,DF,24,pt,Benfica,Denmark
599,Robert Skov,1,0,22,0,0,0,0,,,0,0,1,0,17,21,81,0,0,0,0,0,0,23,0,1,0,1,0,0,5,0,0,0,0,1,DF,26,de,Hoffenheim,Denmark
600,Christian Nørgaard,1,0,6,0,0,0,0,,,0,0,0,0,14,15,93.3,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,MF,28,eng,Brentford,Denmark
601,Nikola Milenković,3,3,270,0,0,3,0,0,,0,0,2,0,141,163,86.5,10,5,6,6,10,1,200,0,0,,8,2,0,1,0,0,0,6,2,DF,24,it,Fiorentina,Serbia
602,Vanja Milinković-Savić,3,3,270,0,0,0,0,,,0,0,0,0,90,125,72,0,0,0,1,2,0,136,0,0,,0,0,0,0,0,0,0,1,0,GK,25,it,Torino,Serbia
603,Aleksandar Mitrović,3,3,262,2,0,10,3,0.2,0.67,2,0,1,0,54,69,78.3,1,0,1,0,1,0,95,1,1,100,3,1,1,1,0,0,0,5,12,FW,27,eng,Fulham,Serbia
604,Dušan Tadić,3,3,257,0,2,1,0,0,,0,0,0,0,90,127,70.9,4,2,4,1,0,0,151,3,6,50,7,4,1,17,0,0,0,0,0,"MF,FW",33,nl,Ajax,Serbia
605,Saša Lukić,3,3,245,0,0,1,0,0,,0,0,2,0,143,162,88.3,2,0,2,1,5,1,182,0,1,0,7,1,0,1,0,0,0,3,3,MF,25,it,Torino,Serbia
606,Strahinja Pavlović,3,3,235,1,0,2,1,0.5,1,1,0,2,0,121,156,77.6,7,2,6,1,7,0,186,2,3,66.7,6,4,0,1,0,0,0,12,2,DF,21,at,RB Salzburg,Serbia
607,Sergej Milinković-Savić,3,3,233,1,0,3,1,0.33,1,1,0,1,0,87,120,72.5,5,1,5,2,5,0,162,3,6,50,2,4,0,1,0,0,0,3,3,MF,27,it,Lazio,Serbia
608,Miloš Veljković,3,3,221,0,0,0,0,,,0,0,0,0,98,112,87.5,4,1,2,0,7,0,126,0,0,,1,0,0,0,0,0,0,2,1,DF,26,de,Werder Bremen,Serbia
609,Andrija Živković,3,3,210,0,2,1,0,0,,0,0,0,0,71,96,74,5,3,5,3,3,0,120,0,1,0,2,4,0,8,0,0,0,2,2,DF,25,gr,PAOK,Serbia
610,Filip Kostić,2,2,179,0,0,1,0,0,,0,0,0,0,72,113,63.7,6,3,3,0,1,0,129,0,1,0,3,1,2,16,0,0,0,0,0,DF,29,it,Juventus,Serbia
611,Nemanja Maksimović,3,1,122,0,0,0,0,,,0,0,0,0,50,57,87.7,4,2,3,3,3,0,76,0,0,,0,1,0,2,0,0,0,0,3,MF,27,es,Getafe,Serbia
612,Nemanja Gudelj,2,1,92,0,0,0,0,,,0,0,2,0,44,52,84.6,2,2,2,2,1,1,61,0,0,,3,0,0,0,0,0,0,1,1,"MF,DF",30,es,Sevilla,Serbia
613,Dušan Vlahović,2,1,79,1,0,3,3,0.33,0.33,1,0,0,0,6,11,54.5,1,0,0,0,0,0,20,0,1,0,0,2,0,0,0,0,0,2,2,FW,22,it,Juventus,Serbia
614,Filip Mladenović,1,1,65,0,0,1,0,0,,0,0,0,0,20,25,80,0,0,1,0,1,0,32,0,2,0,0,0,0,1,0,0,0,1,0,DF,30,pl,Legia Warsaw,Serbia
615,Nemanja Radonjić,3,0,60,0,0,2,0,0,,0,0,0,0,15,24,62.5,0,0,0,0,1,0,37,0,5,0,0,2,0,6,0,0,0,0,1,"DF,FW",26,it,Torino,Serbia
616,Luka Jović,1,0,36,0,0,2,0,0,,0,0,1,0,6,10,60,0,0,1,1,0,0,15,0,0,,1,0,0,0,0,0,0,1,3,FW,24,it,Fiorentina,Serbia
617,Stefan Mitrović,1,0,35,0,0,0,0,,,0,0,0,0,18,21,85.7,0,0,0,0,0,0,22,0,0,,0,0,0,0,0,0,0,0,2,DF,32,es,Getafe,Serbia
618,Ivan Ilić,1,0,34,0,0,0,0,,,0,0,0,0,19,20,95,0,0,0,1,0,0,23,0,0,,0,0,0,0,0,0,0,1,0,MF,21,it,Hellas Verona,Serbia
619,Darko Lazović,1,0,25,0,0,1,0,0,,0,0,0,0,7,12,58.3,0,0,0,0,0,0,14,0,0,,0,1,0,1,0,0,0,0,0,DF,31,it,Hellas Verona,Serbia
620,Filip Đuričić,2,0,14,0,0,0,0,,,0,0,0,0,5,6,83.3,0,0,0,0,0,0,9,0,0,,0,1,0,0,0,0,0,2,1,"MF,FW",30,it,Sampdoria,Serbia
621,Srđan Babić,1,0,13,0,0,0,0,,,0,0,0,0,10,16,62.5,1,0,0,0,1,0,18,0,0,,0,0,0,0,0,0,0,0,0,DF,26,es,Almería,Serbia
622,Marko Grujić,1,0,13,0,0,1,1,0,0,0,0,0,0,14,17,82.4,1,1,0,0,1,0,21,0,1,0,0,0,0,0,0,0,0,1,0,MF,26,pt,Porto,Serbia
623,Chris Mepham,3,3,270,0,0,0,0,,,0,0,1,0,141,172,82,8,6,3,1,16,0,200,0,0,,7,1,1,0,0,0,0,7,2,DF,24,eng,Bournemouth,Wales
624,Joe Rodon,3,3,270,0,0,0,0,,,0,0,1,0,152,169,89.9,2,2,2,4,13,0,192,0,0,,3,0,0,0,0,0,0,5,6,DF,24,fr,Rennes,Wales
625,Aaron Ramsey,3,3,266,0,0,1,0,0,,0,0,1,0,88,112,78.6,2,0,4,0,2,1,143,2,8,25,3,3,0,5,0,0,0,0,2,MF,31,fr,Nice,Wales
626,Ethan Ampadu,3,3,255,0,0,1,0,0,,0,0,0,0,108,144,75,4,3,9,4,10,0,178,2,3,66.7,5,3,0,2,0,0,0,3,5,"MF,DF",21,it,Spezia,Wales
627,Ben Davies,3,3,238,0,0,3,2,0,0,0,0,0,0,122,161,75.8,4,2,4,1,8,1,186,2,3,66.7,1,3,0,0,0,0,0,7,4,DF,29,eng,Tottenham,Wales
628,Gareth Bale,3,3,225,1,0,1,1,0,0,0,1,1,0,33,53,62.3,1,1,1,1,1,0,68,1,3,33.3,2,5,2,2,1,0,0,4,7,FW,32,us,Los Angeles FC,Wales
629,Neco Williams,3,3,204,0,0,3,0,0,,0,0,0,0,69,101,68.3,5,3,5,4,5,0,136,1,7,14.3,3,5,0,5,0,0,0,2,1,DF,21,eng,Nott'ham Forest,Wales
630,Kieffer Moore,3,2,225,0,0,6,2,0,0,0,0,0,0,36,56,64.3,1,0,3,2,7,0,95,0,1,0,5,4,1,0,0,0,0,11,6,FW,29,eng,Bournemouth,Wales
631,Connor Roberts,3,2,200,0,0,0,0,,,0,0,0,0,92,118,78,3,3,2,1,7,0,140,0,0,,0,1,0,7,0,0,0,1,1,DF,26,eng,Burnley,Wales
632,Wayne Hennessey,2,2,175,0,0,0,0,,,0,0,0,1,50,66,75.8,0,0,0,0,0,0,68,0,0,,1,0,0,0,0,0,0,1,0,GK,35,eng,Nott'ham Forest,Wales
633,Harry Wilson,3,2,160,0,0,2,0,0,,0,0,0,0,48,64,75,4,2,1,1,3,0,82,0,1,0,1,2,0,9,0,0,0,1,2,"MF,FW",25,eng,Fulham,Wales
634,Daniel James,3,2,154,0,0,0,0,,,0,0,1,0,24,36,66.7,1,1,2,0,1,0,49,1,4,25,1,2,0,4,0,0,0,0,1,"FW,MF",24,eng,Fulham,Wales
635,Joe Allen,2,1,94,0,0,2,0,0,,0,0,0,0,30,36,83.3,1,1,1,1,4,0,53,0,0,,0,2,0,0,0,0,0,0,1,MF,32,eng,Swansea City,Wales
636,Danny Ward,2,1,94,0,0,0,0,,,0,0,0,0,24,39,61.5,0,0,0,0,0,1,42,0,0,,0,0,0,0,0,0,0,0,0,GK,28,eng,Leicester City,Wales
637,Brennan Johnson,3,0,91,0,0,3,1,0,0,0,0,0,0,10,17,58.8,0,0,1,0,1,0,33,0,5,0,2,1,0,1,0,0,0,0,2,"FW,MF",21,eng,Nott'ham Forest,Wales
638,Joe Morrell,2,0,33,0,0,0,0,,,0,0,0,0,12,14,85.7,3,2,2,1,0,0,24,0,0,,1,1,0,0,0,0,0,0,1,MF,25,eng,Portsmouth,Wales
639,Rubin Colwill,1,0,10,0,0,1,0,0,,0,0,0,0,2,4,50,0,0,1,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,MF,20,eng,Cardiff City,Wales
640,Sorba Thomas,1,0,1,0,0,0,0,,,0,0,0,0,3,4,75,1,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,MF,22,eng,Huddersfield,Wales
641,Milan Borjan,3,3,270,0,0,0,0,,,0,0,0,0,76,98,77.6,0,0,0,0,2,1,105,0,0,,0,0,0,0,0,0,0,0,0,GK,34,rs,Red Star,Canada
642,Alphonso Davies,3,3,270,1,0,3,1,0.33,1,1,0,1,0,82,114,71.9,2,1,5,3,1,0,158,11,24,45.8,4,4,1,10,0,0,0,3,2,"MF,DF",21,de,Bayern Munich,Canada
643,Alistair Johnston,3,3,270,0,0,2,1,0,0,0,0,1,0,147,186,79,5,3,6,2,4,0,212,1,1,100,5,3,0,8,0,0,0,4,2,DF,23,us,CF Montréal,Canada
644,Kamal Miller,3,3,270,0,0,0,0,,,0,0,1,0,186,205,90.7,6,4,1,4,11,1,229,1,2,50,0,3,0,0,0,0,0,7,5,DF,25,us,CF Montréal,Canada
645,Steven Vitória,3,3,270,0,0,0,0,,,0,0,1,0,160,186,86,3,3,4,0,7,0,204,0,1,0,6,5,0,0,0,0,0,4,2,DF,35,pt,Chaves,Canada
646,Tajon Buchanan,3,3,260,0,1,5,0,0,,0,0,1,0,61,89,68.5,1,1,3,3,0,0,130,7,25,28,6,6,2,8,0,0,0,1,2,"MF,DF",23,be,Club Brugge,Canada
647,Jonathan David,3,2,192,0,0,8,1,0,0,0,0,0,0,41,60,68.3,1,1,0,0,0,0,85,0,4,0,0,1,0,0,0,0,0,1,2,"FW,MF",22,fr,Lille,Canada
648,Junior Hoilett,3,2,161,0,0,4,0,0,,0,0,1,0,43,59,72.9,8,4,0,1,0,0,81,2,7,28.6,1,5,1,13,0,0,0,0,0,"FW,MF",32,eng,Reading,Canada
649,Richie Laryea,3,2,160,0,0,2,0,0,,0,0,0,0,35,47,74.5,3,1,2,0,3,0,73,2,6,33.3,1,2,2,1,0,0,0,0,1,"DF,MF",27,us,Toronto FC,Canada
650,Atiba Hutchinson,3,2,159,0,0,2,0,0,,0,0,0,0,100,112,89.3,4,1,3,1,3,0,130,1,1,100,2,2,0,0,0,0,0,5,0,MF,39,tr,Beşiktaş,Canada
651,Cyle Larin,3,2,137,0,0,3,1,0,0,0,0,0,0,21,29,72.4,0,0,0,0,2,0,44,1,4,25,2,0,2,3,0,0,0,2,1,FW,27,be,Club Brugge,Canada
652,Stephen Eustáquio,2,2,125,0,0,3,0,0,,0,0,0,0,83,93,89.2,4,2,0,2,6,0,110,1,1,100,1,1,0,1,0,0,0,1,1,MF,25,pt,Porto,Canada
653,Jonathan Osorio,3,1,119,0,0,1,0,0,,0,0,1,0,52,57,91.2,2,1,0,1,1,0,67,1,2,50,1,2,0,0,0,0,0,0,1,"MF,FW",30,us,Toronto FC,Canada
654,Sam Adekugbe,3,1,95,0,0,0,0,,,0,0,1,0,63,71,88.7,0,0,1,1,1,0,77,1,1,100,1,0,0,5,0,0,0,2,0,DF,27,tr,Hatayspor,Canada
655,Mark-Anthony Kaye,1,1,59,0,0,1,0,0,,0,0,0,0,51,61,83.6,2,1,0,0,0,0,68,0,0,,1,1,0,0,0,0,0,0,1,MF,27,us,Toronto FC,Canada
656,Ismaël Koné,3,0,109,0,0,0,0,,,0,0,0,0,96,101,95,0,0,0,0,0,0,103,1,2,50,0,1,0,1,0,0,0,0,0,"MF,DF",20,us,CF Montréal,Canada
657,Lucas Cavallini,1,0,19,0,0,0,0,,,0,0,0,0,2,2,100,0,0,0,0,0,0,3,0,0,,1,0,0,1,0,0,0,0,1,FW,29,us,Vancouver,Canada
658,David Wotherspoon,1,0,15,0,0,0,0,,,0,0,0,0,4,7,57.1,0,0,1,0,0,0,9,1,1,100,0,1,0,1,0,0,0,0,0,MF,32,sct,St Johnstone,Canada
659,Liam Millar,1,0,10,0,0,0,0,,,0,0,0,0,4,9,44.4,0,0,0,0,0,0,9,0,0,,1,0,0,2,0,0,0,0,0,DF,22,ch,Basel,Canada
660,Akram Afif,3,3,270,0,0,2,0,0,,0,0,1,0,139,165,84.2,0,0,0,0,0,0,182,3,7,42.9,2,6,1,13,0,0,0,1,1,FW,25,qa,Al Sadd SC,Qatar
661,Abdelkarim Hassan,3,3,270,0,0,6,0,0,,0,0,0,0,122,161,75.8,7,3,3,1,5,0,195,1,5,20,1,4,1,6,0,0,0,3,1,DF,28,qa,Al Sadd SC,Qatar
662,Boualem Khoukhi,3,3,270,0,0,0,0,,,0,0,0,0,169,197,85.8,2,2,6,3,18,1,232,0,3,0,1,5,0,0,0,0,0,6,7,DF,31,qa,Al Sadd SC,Qatar
663,Homam Ahmed,3,3,262,0,0,0,0,,,0,0,1,0,77,105,73.3,2,2,0,2,1,0,118,3,5,60,5,8,0,5,0,0,0,5,2,DF,22,qa,Al-Gharafa Sports Club,Qatar
664,Ró-Ró,3,3,262,0,0,2,0,0,,0,0,0,0,78,108,72.2,6,4,2,8,3,0,135,2,4,50,4,5,0,3,0,0,0,3,2,DF,31,qa,Al Sadd SC,Qatar
665,Almoez Ali,3,3,224,0,0,3,1,0,0,0,0,1,0,33,45,73.3,1,0,0,1,1,0,66,0,3,0,2,2,3,0,0,0,0,2,9,FW,25,qa,Al Duhail SC,Qatar
666,Hassan Al-Haydos,3,3,206,0,0,1,1,0,0,0,0,0,0,65,80,81.3,4,1,0,2,1,0,102,2,6,33.3,4,0,1,4,0,0,0,0,2,MF,31,qa,Al Sadd SC,Qatar
667,Abdulaziz Hatem,3,2,196,0,0,1,1,0,0,0,0,0,0,72,91,79.1,1,1,0,1,0,0,98,1,1,100,4,1,0,1,0,0,0,1,2,MF,31,qa,Al Rayyan SC,Qatar
